Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
63rd Street Weather Station,01/17/2017 02:00:00 PM,4.1,3.6,93,0,0,14.3,0,258,4.7,8.7,989.3,56,354,11.9,01/17/2017 2:00 PM,63rdStreetWeatherStation201701171400
Foster Weather Station,01/17/2017 02:00:00 PM,4.28,,81,,0,,,250,1.4,1.7,988.5,0,,15.2,01/17/2017 2:00 PM,FosterWeatherStation201701171400
Oak Street Weather Station,01/17/2017 02:00:00 PM,5.3,4.3,85,0,0,183.5,0,295,2.2,4.6,989.5,47,1,12.1,01/17/2017 2:00 PM,OakStreetWeatherStation201701171400
63rd Street Weather Station,01/17/2017 03:00:00 PM,3.9,3.5,94,0,0,14.3,0,262,4.5,6.2,989.8,22,354,11.9,01/17/2017 3:00 PM,63rdStreetWeatherStation201701171500
Foster Weather Station,01/17/2017 03:00:00 PM,4.17,,81,,0,,,263,2.6,3.4,989.2,0,,15.2,01/17/2017 3:00 PM,FosterWeatherStation201701171500
Oak Street Weather Station,01/17/2017 03:00:00 PM,5.1,4,85,0,0,183.5,0,319,1.5,2.5,990,32,1,11.9,01/17/2017 3:00 PM,OakStreetWeatherStation201701171500
63rd Street Weather Station,01/17/2017 04:00:00 PM,4,3.6,93,0,0,14.3,0,266,3.5,5.1,990.3,18,354,11.9,01/17/2017 4:00 PM,63rdStreetWeatherStation201701171600
63rd Street Weather Station,01/17/2017 05:00:00 PM,3.5,3,92,0,0,14.3,0,269,4.7,6.6,991.4,4,354,11.8,01/17/2017 5:00 PM,63rdStreetWeatherStation201701171700
Foster Weather Station,01/17/2017 05:00:00 PM,3.28,,81,,0,,,252,3.4,3.7,990.5,0,,14.8,01/17/2017 5:00 PM,FosterWeatherStation201701171700
Oak Street Weather Station,01/17/2017 05:00:00 PM,4.5,3.5,85,0,0,183.5,0,273,2.3,7.6,991.5,2,0,11.9,01/17/2017 5:00 PM,OakStreetWeatherStation201701171700
63rd Street Weather Station,01/17/2017 06:00:00 PM,3.1,2.7,94,0,0,14.3,0,276,5,8.2,992.2,4,354,11.8,01/17/2017 6:00 PM,63rdStreetWeatherStation201701171800
Foster Weather Station,01/17/2017 06:00:00 PM,2.89,,84,,0,,,255,3.9,4.5,991.2,0,,15.2,01/17/2017 6:00 PM,FosterWeatherStation201701171800
Oak Street Weather Station,01/17/2017 06:00:00 PM,3.8,3,88,0,0,183.5,0,252,2.4,4.6,992.4,2,0,12.1,01/17/2017 6:00 PM,OakStreetWeatherStation201701171800
63rd Street Weather Station,01/17/2017 07:00:00 PM,2.9,2.6,95,0,0,14.3,0,275,4.8,6.9,992.7,4,353,11.8,01/17/2017 7:00 PM,63rdStreetWeatherStation201701171900
Foster Weather Station,01/17/2017 07:00:00 PM,2.67,,84,,0,,,261,2.5,2.8,991.9,0,,15.1,01/17/2017 7:00 PM,FosterWeatherStation201701171900
Oak Street Weather Station,01/17/2017 07:00:00 PM,3.6,2.8,89,0,0,183.5,0,259,1.8,3.4,992.9,3,1,12.1,01/17/2017 7:00 PM,OakStreetWeatherStation201701171900
63rd Street Weather Station,01/17/2017 08:00:00 PM,2.9,2.5,94,0,0,14.3,0,271,4,7.4,992.9,4,354,11.9,01/17/2017 8:00 PM,63rdStreetWeatherStation201701172000
Foster Weather Station,01/17/2017 08:00:00 PM,2.5,,84,,0,,,254,1.3,1.6,991.9,0,,15.2,01/17/2017 8:00 PM,FosterWeatherStation201701172000
Oak Street Weather Station,01/17/2017 08:00:00 PM,3.3,2.6,90,0,0,183.5,0,272,1,4.3,993,3,0,12.1,01/17/2017 8:00 PM,OakStreetWeatherStation201701172000
63rd Street Weather Station,01/17/2017 09:00:00 PM,2.7,2.4,95,0,0,14.3,0,264,4.2,6.6,993.1,4,354,11.9,01/17/2017 9:00 PM,63rdStreetWeatherStation201701172100
Foster Weather Station,01/17/2017 09:00:00 PM,2.39,,84,,0,,,228,1.7,1.9,992.2,0,,14.8,01/17/2017 9:00 PM,FosterWeatherStation201701172100
Oak Street Weather Station,01/17/2017 09:00:00 PM,3.5,2.8,89,0,0,183.5,0,291,1.8,3.4,993.3,3,0,12.1,01/17/2017 9:00 PM,OakStreetWeatherStation201701172100
63rd Street Weather Station,01/17/2017 10:00:00 PM,2.6,2.2,94,0,0,14.3,0,278,4.2,6.7,993.3,4,354,11.8,01/17/2017 10:00 PM,63rdStreetWeatherStation201701172200
Foster Weather Station,01/17/2017 10:00:00 PM,2.5,,81,,0,,,284,3.3,3.6,992.6,0,,14.8,01/17/2017 10:00 PM,FosterWeatherStation201701172200
Oak Street Weather Station,01/17/2017 10:00:00 PM,3.2,2.4,88,0,0,183.5,0,319,1.1,2.4,993.5,3,0,12,01/17/2017 10:00 PM,OakStreetWeatherStation201701172200
63rd Street Weather Station,01/17/2017 11:00:00 PM,2.6,2.1,93,0,0,14.3,0,276,4.4,6.4,993.4,4,354,11.9,01/17/2017 11:00 PM,63rdStreetWeatherStation201701172300
Foster Weather Station,01/17/2017 11:00:00 PM,2.39,,81,,0,,,269,4.8,6,992.6,0,,15.2,01/17/2017 11:00 PM,FosterWeatherStation201701172300
Oak Street Weather Station,01/17/2017 11:00:00 PM,3.2,2.4,87,0,0,183.5,0,344,0.9,2.3,993.6,3,1,12,01/17/2017 11:00 PM,OakStreetWeatherStation201701172300
63rd Street Weather Station,01/18/2017 12:00:00 AM,2.5,2.1,93,0,0,14.3,0,285,3.5,5,993.9,4,354,11.9,01/18/2017 12:00 AM,63rdStreetWeatherStation201701182400
Foster Weather Station,01/18/2017 12:00:00 AM,2.28,,81,,0,,,271,6.7,7.3,992.9,0,,15.2,01/18/2017 12:00 AM,FosterWeatherStation201701182400
Oak Street Weather Station,01/18/2017 12:00:00 AM,3.2,2.3,86,0,0,183.5,0,288,2.1,3.9,994,2,0,12.1,01/18/2017 12:00 AM,OakStreetWeatherStation201701182400
63rd Street Weather Station,01/18/2017 01:00:00 AM,2.5,2,92,0,0,14.3,0,277,3.1,5.3,994.2,4,354,11.9,01/18/2017 1:00 AM,63rdStreetWeatherStation201701180100
Foster Weather Station,01/18/2017 01:00:00 AM,2.17,,81,,0,,,264,4.3,5.1,993.6,0,,15.1,01/18/2017 1:00 AM,FosterWeatherStation201701180100
Oak Street Weather Station,01/18/2017 01:00:00 AM,3.1,2.2,87,0,0,183.5,0,269,1,3,994.4,2,0,12.1,01/18/2017 1:00 AM,OakStreetWeatherStation201701180100
63rd Street Weather Station,01/18/2017 02:00:00 AM,2.4,2,93,0,0,14.3,0,272,4.2,6.9,995.1,4,354,11.9,01/18/2017 2:00 AM,63rdStreetWeatherStation201701180200
Foster Weather Station,01/18/2017 02:00:00 AM,2.28,,82,,0,,,228,1.7,2.1,994.2,0,,15.2,01/18/2017 2:00 AM,FosterWeatherStation201701180200
Oak Street Weather Station,01/18/2017 02:00:00 AM,3,2.1,87,0,0,183.5,0,345,1,2.6,995.2,2,1,12.1,01/18/2017 2:00 AM,OakStreetWeatherStation201701180200
63rd Street Weather Station,01/18/2017 03:00:00 AM,2.3,2,94,0,0,14.3,0,269,4,5.9,995.6,4,354,11.9,01/18/2017 3:00 AM,63rdStreetWeatherStation201701180300
Foster Weather Station,01/18/2017 03:00:00 AM,2.17,,82,,0,,,252,2.5,2.9,994.6,0,,15.2,01/18/2017 3:00 AM,FosterWeatherStation201701180300
Oak Street Weather Station,01/18/2017 03:00:00 AM,3.1,2.3,87,0,0,183.5,0,288,2.1,4.2,995.9,2,0,12,01/18/2017 3:00 AM,OakStreetWeatherStation201701180300
63rd Street Weather Station,01/18/2017 04:00:00 AM,2.3,1.9,93,0,0,14.3,0,275,5.2,7.4,996.1,4,354,11.9,01/18/2017 4:00 AM,63rdStreetWeatherStation201701180400
Foster Weather Station,01/18/2017 04:00:00 AM,2.06,,83,,0,,,272,1.6,2,995.3,0,,15.2,01/18/2017 4:00 AM,FosterWeatherStation201701180400
Oak Street Weather Station,01/18/2017 04:00:00 AM,2.9,2,87,0,0,183.5,0,299,0.8,3.3,996.3,2,0,12.1,01/18/2017 4:00 AM,OakStreetWeatherStation201701180400
63rd Street Weather Station,01/18/2017 05:00:00 AM,2.2,1.9,94,0,0,14.3,0,276,3.3,6.3,996.5,4,353,11.9,01/18/2017 5:00 AM,63rdStreetWeatherStation201701180500
Foster Weather Station,01/18/2017 05:00:00 AM,1.89,,83,,0,,,261,5.1,5.6,995.6,0,,15.2,01/18/2017 5:00 AM,FosterWeatherStation201701180500
Oak Street Weather Station,01/18/2017 05:00:00 AM,2.9,2,87,0,0,183.5,0,330,0.8,4.6,996.7,2,0,12,01/18/2017 5:00 AM,OakStreetWeatherStation201701180500
63rd Street Weather Station,01/18/2017 06:00:00 AM,2.3,1.8,93,0,0,14.3,0,284,3.7,5.8,996.7,4,354,11.8,01/18/2017 6:00 AM,63rdStreetWeatherStation201701180600
Foster Weather Station,01/18/2017 06:00:00 AM,1.89,,81,,0,,,238,2.4,2.7,996.3,0,,15.2,01/18/2017 6:00 AM,FosterWeatherStation201701180600
Oak Street Weather Station,01/18/2017 06:00:00 AM,2.9,2.1,87,0,0,183.5,0,342,1.2,2.2,997,2,0,12,01/18/2017 6:00 AM,OakStreetWeatherStation201701180600
63rd Street Weather Station,01/18/2017 07:00:00 AM,2.5,2,92,0,0,14.3,0,271,3,8.2,997.2,4,354,11.9,01/18/2017 7:00 AM,63rdStreetWeatherStation201701180700
Foster Weather Station,01/18/2017 07:00:00 AM,2.17,,80,,0,,,257,4.2,4.4,996.3,0,,14.8,01/18/2017 7:00 AM,FosterWeatherStation201701180700
Oak Street Weather Station,01/18/2017 07:00:00 AM,3,2.1,86,0,0,183.5,0,331,0.9,1.9,997.5,2,0,12,01/18/2017 7:00 AM,OakStreetWeatherStation201701180700
63rd Street Weather Station,01/18/2017 08:00:00 AM,2.3,1.6,89,0,0,14.3,0,273,4.6,6.6,997.8,24,354,11.9,01/18/2017 8:00 AM,63rdStreetWeatherStation201701180800
Foster Weather Station,01/18/2017 08:00:00 AM,1.89,,80,,0,,,249,3.8,4.4,997.3,0,,15.2,01/18/2017 8:00 AM,FosterWeatherStation201701180800
Oak Street Weather Station,01/18/2017 08:00:00 AM,3,2,84,0,0,183.5,0,329,1.4,3.6,998.1,19,1,12.1,01/18/2017 8:00 AM,OakStreetWeatherStation201701180800
63rd Street Weather Station,01/18/2017 09:00:00 AM,1.9,1.5,92,0,0,14.3,0,256,2.8,4.2,998.1,65,354,11.8,01/18/2017 9:00 AM,63rdStreetWeatherStation201701180900
Foster Weather Station,01/18/2017 09:00:00 AM,1.56,,82,,0,,,286,1.7,2.1,997.3,0,,15.2,01/18/2017 9:00 AM,FosterWeatherStation201701180900
Oak Street Weather Station,01/18/2017 09:00:00 AM,2.5,1.6,86,0,0,183.5,0,265,0.3,2.2,998.3,68,0,12.1,01/18/2017 9:00 AM,OakStreetWeatherStation201701180900
63rd Street Weather Station,01/18/2017 10:00:00 AM,1.9,1.5,94,0,0,14.3,0,256,3.1,4.7,998,88,353,11.9,01/18/2017 10:00 AM,63rdStreetWeatherStation201701181000
Foster Weather Station,01/18/2017 10:00:00 AM,1.56,,82,,0,,,219,3.6,3.9,997.3,0,,15.2,01/18/2017 10:00 AM,FosterWeatherStation201701181000
Oak Street Weather Station,01/18/2017 10:00:00 AM,2.6,1.8,87,0,0,183.5,0,263,3.5,5.7,998.2,99,0,12.1,01/18/2017 10:00 AM,OakStreetWeatherStation201701181000
63rd Street Weather Station,01/18/2017 11:00:00 AM,1.9,1.5,94,0,0,14.3,0,247,5.7,7,997.5,105,354,11.8,01/18/2017 11:00 AM,63rdStreetWeatherStation201701181100
Foster Weather Station,01/18/2017 11:00:00 AM,1.56,,83,,0,,,235,2.2,2.5,996.6,0,,14.8,01/18/2017 11:00 AM,FosterWeatherStation201701181100
Oak Street Weather Station,01/18/2017 11:00:00 AM,2.9,2,87,0,0,183.5,0,250,1.6,6,997.8,86,0,12.1,01/18/2017 11:00 AM,OakStreetWeatherStation201701181100
63rd Street Weather Station,01/18/2017 12:00:00 PM,1.9,1.6,95,0,0,14.3,0,246,6,8.9,996.6,93,354,11.9,01/18/2017 12:00 PM,63rdStreetWeatherStation201701181200
Foster Weather Station,01/18/2017 12:00:00 PM,1.67,,83,,0,,,204,4.6,4.8,995.6,0,,14.8,01/18/2017 12:00 PM,FosterWeatherStation201701181200
Oak Street Weather Station,01/18/2017 12:00:00 PM,2.7,1.9,88,0,0,183.5,0,277,2.5,4.3,996.7,84,1,12,01/18/2017 12:00 PM,OakStreetWeatherStation201701181200
63rd Street Weather Station,01/18/2017 01:00:00 PM,2.1,1.8,95,0,0,14.3,0,254,6,10.2,995.9,71,353,11.9,01/18/2017 1:00 PM,63rdStreetWeatherStation201701181300
Foster Weather Station,01/18/2017 01:00:00 PM,1.56,,83,,0,,,227,4.3,5,994.9,0,,15.2,01/18/2017 1:00 PM,FosterWeatherStation201701181300
Oak Street Weather Station,01/18/2017 01:00:00 PM,2.7,2,89,0,0,183.5,0,252,2.4,6.9,995.8,46,0,12,01/18/2017 1:00 PM,OakStreetWeatherStation201701181300
63rd Street Weather Station,01/18/2017 02:00:00 PM,2.9,2,86,0,0,14.3,0,252,5.2,7.7,995.4,82,354,11.9,01/18/2017 2:00 PM,63rdStreetWeatherStation201701181400
Foster Weather Station,01/18/2017 02:00:00 PM,2.5,,76,,0,,,219,5.9,7.2,994.6,0,,15.2,01/18/2017 2:00 PM,FosterWeatherStation201701181400
Oak Street Weather Station,01/18/2017 02:00:00 PM,3.4,2.1,81,0,0,183.5,0,277,1.6,4.2,995.6,73,1,12.1,01/18/2017 2:00 PM,OakStreetWeatherStation201701181400
63rd Street Weather Station,01/18/2017 03:00:00 PM,3.8,2.6,82,0,0,14.3,0,234,4.2,6.9,995.5,192,353,11.9,01/18/2017 3:00 PM,63rdStreetWeatherStation201701181500
Foster Weather Station,01/18/2017 03:00:00 PM,3.17,,73,,0,,,236,2.3,2.9,994.9,0,,15.1,01/18/2017 3:00 PM,FosterWeatherStation201701181500
Oak Street Weather Station,01/18/2017 03:00:00 PM,4.1,2.6,78,0,0,183.5,0,244,1.2,3.1,995.8,92,1,12,01/18/2017 3:00 PM,OakStreetWeatherStation201701181500
63rd Street Weather Station,01/18/2017 04:00:00 PM,3.5,2.4,83,0,0,14.3,0,238,2.4,6.4,995.6,59,354,11.9,01/18/2017 4:00 PM,63rdStreetWeatherStation201701181600
Foster Weather Station,01/18/2017 04:00:00 PM,3,,73,,0,,,196,3.4,3.7,994.6,0,,15.2,01/18/2017 4:00 PM,FosterWeatherStation201701181600
Oak Street Weather Station,01/18/2017 04:00:00 PM,4,2.5,78,0,0,183.5,0,282,1.5,4.2,995.7,24,1,12.1,01/18/2017 4:00 PM,OakStreetWeatherStation201701181600
63rd Street Weather Station,01/18/2017 05:00:00 PM,3.4,2.3,84,0,0,14.3,0,240,4.1,7,996.4,5,354,11.9,01/18/2017 5:00 PM,63rdStreetWeatherStation201701181700
Foster Weather Station,01/18/2017 05:00:00 PM,2.56,,74,,0,,,236,1.9,2,995.6,0,,15.2,01/18/2017 5:00 PM,FosterWeatherStation201701181700
Oak Street Weather Station,01/18/2017 05:00:00 PM,3.9,2.4,78,0,0,183.5,0,280,1.4,4.1,996.5,3,1,12.1,01/18/2017 5:00 PM,OakStreetWeatherStation201701181700
63rd Street Weather Station,01/18/2017 06:00:00 PM,3.3,2.3,85,0,0,14.3,0,244,4,6.6,996.6,4,354,11.9,01/18/2017 6:00 PM,63rdStreetWeatherStation201701181800
Foster Weather Station,01/18/2017 06:00:00 PM,2.67,,75,,0,,,235,3.4,3.7,995.6,0,,15.2,01/18/2017 6:00 PM,FosterWeatherStation201701181800
Oak Street Weather Station,01/18/2017 06:00:00 PM,3.6,2.2,79,0,0,183.5,0,295,1.6,3.8,996.6,2,1,12.1,01/18/2017 6:00 PM,OakStreetWeatherStation201701181800
63rd Street Weather Station,01/18/2017 07:00:00 PM,3.1,2.1,86,0,0,14.3,0,247,5.6,8.1,996.5,4,354,11.9,01/18/2017 7:00 PM,63rdStreetWeatherStation201701181900
Foster Weather Station,01/18/2017 07:00:00 PM,2.39,,76,,0,,,217,5.7,6.8,995.3,0,,15.2,01/18/2017 7:00 PM,FosterWeatherStation201701181900
Oak Street Weather Station,01/18/2017 07:00:00 PM,3.8,2.4,80,0,0,183.5,0,279,2.7,4.7,996.4,2,0,11.8,01/18/2017 7:00 PM,OakStreetWeatherStation201701181900
63rd Street Weather Station,01/18/2017 08:00:00 PM,3.1,2.2,86,0,0,14.3,0,248,5.4,8.9,995.7,4,354,11.9,01/18/2017 8:00 PM,63rdStreetWeatherStation201701182000
Foster Weather Station,01/18/2017 08:00:00 PM,2.56,,77,,0,,,209,4.9,5.5,995.3,0,,15.2,01/18/2017 8:00 PM,FosterWeatherStation201701182000
Oak Street Weather Station,01/18/2017 08:00:00 PM,3.5,2.2,81,0,0,183.5,0,284,2.3,5.4,996,2,0,12,01/18/2017 8:00 PM,OakStreetWeatherStation201701182000
63rd Street Weather Station,01/18/2017 09:00:00 PM,2.9,2,86,0,0,14.3,0,255,4.4,5.8,995.4,4,354,11.8,01/18/2017 9:00 PM,63rdStreetWeatherStation201701182100
Foster Weather Station,01/18/2017 09:00:00 PM,2.17,,77,,0,,,199,5.7,6.6,994.6,0,,15.2,01/18/2017 9:00 PM,FosterWeatherStation201701182100
Oak Street Weather Station,01/18/2017 09:00:00 PM,3.2,2,81,0,0,183.5,0,264,3.3,6.4,995.5,2,0,12,01/18/2017 9:00 PM,OakStreetWeatherStation201701182100
63rd Street Weather Station,01/18/2017 10:00:00 PM,3.1,2.2,88,0,0,14.3,0,226,3.4,5.7,995.4,4,354,11.9,01/18/2017 10:00 PM,63rdStreetWeatherStation201701182200
Foster Weather Station,01/18/2017 10:00:00 PM,2.06,,79,,0,,,235,3.8,4.2,994.6,0,,14.8,01/18/2017 10:00 PM,FosterWeatherStation201701182200
Oak Street Weather Station,01/18/2017 10:00:00 PM,3.2,2.1,84,0,0,183.5,0,309,1.4,3.1,995.4,2,0,12,01/18/2017 10:00 PM,OakStreetWeatherStation201701182200
63rd Street Weather Station,01/18/2017 11:00:00 PM,2.6,1.9,89,0,0,14.3,0,231,2.6,4.2,995.4,4,354,11.8,01/18/2017 11:00 PM,63rdStreetWeatherStation201701182300
Foster Weather Station,01/18/2017 11:00:00 PM,1.67,,81,,0,,,204,2.8,3,994.6,0,,15.1,01/18/2017 11:00 PM,FosterWeatherStation201701182300
Oak Street Weather Station,01/18/2017 11:00:00 PM,3.5,2.4,84,0,0,183.5,0,280,2.6,6.3,995.5,2,1,12.1,01/18/2017 11:00 PM,OakStreetWeatherStation201701182300
63rd Street Weather Station,01/19/2017 12:00:00 AM,2.3,1.8,92,0,0,14.3,0,223,3.7,6.3,995,4,354,11.9,01/19/2017 12:00 AM,63rdStreetWeatherStation201701192400
Foster Weather Station,01/19/2017 12:00:00 AM,1.67,,82,,0,,,223,2.9,3.3,994.2,0,,15.2,01/19/2017 12:00 AM,FosterWeatherStation201701192400
Oak Street Weather Station,01/19/2017 12:00:00 AM,4.1,3,84,0,0,183.5,0,278,3.7,9.7,995.3,2,0,12,01/19/2017 12:00 AM,OakStreetWeatherStation201701192400
63rd Street Weather Station,01/19/2017 01:00:00 AM,2.1,1.7,93,0,0,14.3,0,227,2.1,4.1,995.2,5,354,11.9,01/19/2017 1:00 AM,63rdStreetWeatherStation201701190100
Foster Weather Station,01/19/2017 01:00:00 AM,1.78,,82,,0,,,217,4.2,4.5,994.2,0,,15.1,01/19/2017 1:00 AM,FosterWeatherStation201701190100
Oak Street Weather Station,01/19/2017 01:00:00 AM,3.5,2.6,86,0,0,183.5,0,279,3.2,8.7,995.2,2,1,12,01/19/2017 1:00 AM,OakStreetWeatherStation201701190100
63rd Street Weather Station,01/19/2017 02:00:00 AM,2.6,2.1,93,0,0,14.3,0,239,2.8,4.4,995.4,4,354,11.9,01/19/2017 2:00 AM,63rdStreetWeatherStation201701190200
Foster Weather Station,01/19/2017 02:00:00 AM,1.78,,83,,0,,,234,2.9,3.4,994.6,0,,15.2,01/19/2017 2:00 AM,FosterWeatherStation201701190200
Oak Street Weather Station,01/19/2017 02:00:00 AM,3.4,2.5,86,0,0,183.5,0,266,3.4,7.7,995.4,2,1,12.1,01/19/2017 2:00 AM,OakStreetWeatherStation201701190200
63rd Street Weather Station,01/19/2017 03:00:00 AM,2.1,1.7,93,0,0,14.3,0,222,2.1,3.4,995,5,354,11.8,01/19/2017 3:00 AM,63rdStreetWeatherStation201701190300
Foster Weather Station,01/19/2017 03:00:00 AM,1.78,,84,,0,,,211,2,2.5,994.2,0,,15.2,01/19/2017 3:00 AM,FosterWeatherStation201701190300
Oak Street Weather Station,01/19/2017 03:00:00 AM,3.4,2.5,86,0,0,183.5,0,313,1.5,3,995.2,2,0,11.8,01/19/2017 3:00 AM,OakStreetWeatherStation201701190300
63rd Street Weather Station,01/19/2017 04:00:00 AM,1.8,1.4,94,0,0,14.3,0,220,1.8,3.2,994.5,4,354,11.9,01/19/2017 4:00 AM,63rdStreetWeatherStation201701190400
Foster Weather Station,01/19/2017 04:00:00 AM,1.5,,84,,0,,,208,4.4,4.9,993.9,0,,15.2,01/19/2017 4:00 AM,FosterWeatherStation201701190400
Oak Street Weather Station,01/19/2017 04:00:00 AM,3.6,2.6,86,0,0,183.5,0,322,1.2,2.3,994.6,2,1,12,01/19/2017 4:00 AM,OakStreetWeatherStation201701190400
63rd Street Weather Station,01/19/2017 05:00:00 AM,2,1.6,94,0,0,14.3,0,230,1.9,3.4,994.3,4,354,11.9,01/19/2017 5:00 AM,63rdStreetWeatherStation201701190500
Foster Weather Station,01/19/2017 05:00:00 AM,1.67,,83,,0,,,219,2.7,3,993.6,0,,15.2,01/19/2017 5:00 AM,FosterWeatherStation201701190500
Oak Street Weather Station,01/19/2017 05:00:00 AM,3.1,2.2,86,0,0,183.5,0,70,0.9,1.7,994.3,2,1,11.9,01/19/2017 5:00 AM,OakStreetWeatherStation201701190500
63rd Street Weather Station,01/19/2017 06:00:00 AM,2.3,1.9,94,0,0,14.3,0,202,3,6.3,994.3,4,354,11.9,01/19/2017 6:00 AM,63rdStreetWeatherStation201701190600
Foster Weather Station,01/19/2017 06:00:00 AM,1.78,,83,,0,,,169,1.6,2.1,993.6,0,,15.2,01/19/2017 6:00 AM,FosterWeatherStation201701190600
Oak Street Weather Station,01/19/2017 06:00:00 AM,3.8,2.7,84,0,0,183.5,0,68,0.5,1.7,994.3,2,1,12.1,01/19/2017 6:00 AM,OakStreetWeatherStation201701190600
63rd Street Weather Station,01/19/2017 07:00:00 AM,2.4,1.9,93,0,0,14.3,0,198,2,3.2,993.7,5,354,11.9,01/19/2017 7:00 AM,63rdStreetWeatherStation201701190700
Foster Weather Station,01/19/2017 07:00:00 AM,2.06,,83,,0,,,213,2.5,2.5,993.2,0,,15.2,01/19/2017 7:00 AM,FosterWeatherStation201701190700
Oak Street Weather Station,01/19/2017 07:00:00 AM,4,2.9,84,0,0,183.5,0,240,1.4,1.8,994.2,2,1,12,01/19/2017 7:00 AM,OakStreetWeatherStation201701190700
63rd Street Weather Station,01/19/2017 09:00:00 AM,3,2.5,92,0,0,14.3,0,184,2.8,4.7,993.9,110,354,11.9,01/19/2017 9:00 AM,63rdStreetWeatherStation201701190900
Foster Weather Station,01/19/2017 09:00:00 AM,2.89,,81,,0,,,178,2.3,2.4,993.2,0,,15.2,01/19/2017 9:00 AM,FosterWeatherStation201701190900
Oak Street Weather Station,01/19/2017 09:00:00 AM,3.8,2.8,85,0,0,183.5,0,109,3.2,4.6,993.9,106,1,11.8,01/19/2017 9:00 AM,OakStreetWeatherStation201701190900
63rd Street Weather Station,01/19/2017 10:00:00 AM,2.7,2.1,91,0,0,14.3,0,133,1.7,2.6,993,192,354,11.9,01/19/2017 10:00 AM,63rdStreetWeatherStation201701191000
Foster Weather Station,01/19/2017 10:00:00 AM,1.5,,84,,0,,,147,3.4,3.5,992.6,0,,15.2,01/19/2017 10:00 AM,FosterWeatherStation201701191000
Oak Street Weather Station,01/19/2017 10:00:00 AM,2.8,2,89,0,0,183.5,0,113,4.2,4.8,993.4,151,0,12.1,01/19/2017 10:00 AM,OakStreetWeatherStation201701191000
63rd Street Weather Station,01/19/2017 11:00:00 AM,2,1.7,96,0,0,14.3,0,128,3,3.3,992,204,354,11.8,01/19/2017 11:00 AM,63rdStreetWeatherStation201701191100
Foster Weather Station,01/19/2017 11:00:00 AM,1.39,,86,,0,,,142,3.6,3.7,991.9,0,,15.2,01/19/2017 11:00 AM,FosterWeatherStation201701191100
Oak Street Weather Station,01/19/2017 11:00:00 AM,2.7,2.1,90,0,0,183.5,0,114,4.1,5.4,992.4,185,1,11.8,01/19/2017 11:00 AM,OakStreetWeatherStation201701191100
63rd Street Weather Station,01/19/2017 12:00:00 PM,2.1,1.9,95,0,0,14.3,0,134,2.9,3.6,991.9,169,354,11.9,01/19/2017 12:00 PM,63rdStreetWeatherStation201701191200
Foster Weather Station,01/19/2017 12:00:00 PM,1.5,,86,,0,,,145,3,3.3,991.5,0,,14.8,01/19/2017 12:00 PM,FosterWeatherStation201701191200
Oak Street Weather Station,01/19/2017 12:00:00 PM,2.7,2.2,92,0,0,183.5,0,110,4.7,6.2,992.2,140,1,12,01/19/2017 12:00 PM,OakStreetWeatherStation201701191200
63rd Street Weather Station,01/19/2017 01:00:00 PM,2,1.8,96,0,0,14.3,0,153,2.1,3.1,991.2,135,354,11.9,01/19/2017 1:00 PM,63rdStreetWeatherStation201701191300
Foster Weather Station,01/19/2017 01:00:00 PM,1.67,,87,,0,,,145,3.3,3.5,990.5,0,,15.1,01/19/2017 1:00 PM,FosterWeatherStation201701191300
Oak Street Weather Station,01/19/2017 01:00:00 PM,3.4,2.7,90,0,0,183.5,0,107,3.5,4.9,991.5,130,0,12.1,01/19/2017 1:00 PM,OakStreetWeatherStation201701191300
63rd Street Weather Station,01/19/2017 02:00:00 PM,2.7,2.4,95,0,0,14.3,0,135,2.3,2.8,990.5,127,354,11.9,01/19/2017 2:00 PM,63rdStreetWeatherStation201701191400
Foster Weather Station,01/19/2017 02:00:00 PM,1.78,,86,,0,,,135,4.1,4.4,990.2,0,,15.2,01/19/2017 2:00 PM,FosterWeatherStation201701191400
Oak Street Weather Station,01/19/2017 02:00:00 PM,4,3.2,88,0,0,183.5,0,106,3.6,5.5,991,112,1,12.1,01/19/2017 2:00 PM,OakStreetWeatherStation201701191400
63rd Street Weather Station,01/19/2017 03:00:00 PM,2,1.7,96,0,0,14.3,0,139,1.3,1.7,989.7,53,354,11.9,01/19/2017 3:00 PM,63rdStreetWeatherStation201701191500
Foster Weather Station,01/19/2017 03:00:00 PM,1.39,,86,,0,,,113,1.4,1.8,989.2,0,,14.8,01/19/2017 3:00 PM,FosterWeatherStation201701191500
Oak Street Weather Station,01/19/2017 03:00:00 PM,3.2,2.5,90,0,0,183.5,0,104,2.9,4,990,41,0,12.1,01/19/2017 3:00 PM,OakStreetWeatherStation201701191500
63rd Street Weather Station,01/19/2017 04:00:00 PM,2.2,1.9,95,0,0,14.3,0,100,2,3.4,989.1,13,354,11.9,01/19/2017 4:00 PM,63rdStreetWeatherStation201701191600
Foster Weather Station,01/19/2017 04:00:00 PM,1.89,,86,,0,,,350,0.3,0.5,988.8,0,,15.1,01/19/2017 4:00 PM,FosterWeatherStation201701191600
